date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-13 23:44:06,BuffySlays,JohnParrMusic,0,0,0,"Thank you sir for adding such an amazing song to the soundtrack of my life! That song gives me chills to this day ",,,,1228102580502487041,https://twitter.com/BuffySlays/status/1228102580502487041
2020-02-13 23:43:40,BobAKABuffy,,0,0,0,"I unlocked $40 Rush tickets for @SpongeBobBway at @broadwaysf on @TodayTix!",,@SpongeBobBway @broadwaysf @TodayTix,,1228102470699638784,https://twitter.com/BobAKABuffy/status/1228102470699638784
2020-02-13 23:43:21,lampwireslayer,mhmelbourne,0,0,1,"Yes we don’t mind as she is doing what she enjoys but we would like a bit more time to meow with you all. Can I get you a drink? #nipclub",,,#nipclub,1228102391599419392,https://twitter.com/lampwireslayer/status/1228102391599419392
2020-02-13 23:42:37,buffym04,DaWgincatland,0,0,0,"Oh no",,,,1228102207444176896,https://twitter.com/buffym04/status/1228102207444176896
2020-02-13 23:42:37,buffym04,Dennis_BDTW,1,0,2,"Maybe the program is elitist or something",,,,1228102204273262593,https://twitter.com/buffym04/status/1228102204273262593
2020-02-13 23:42:37,TechnoBuffy,focused4USA,0,0,0,"I don't know anything but what I do know is he is about to be YANKED from his job because he can't stop himself.",,,,1228102203698708486,https://twitter.com/TechnoBuffy/status/1228102203698708486
2020-02-13 23:42:13,hxrgroves,,0,0,0,"when they killed angel off in buffy fans rioted so they brought him back",,,,1228102104633487360,https://twitter.com/hxrgroves/status/1228102104633487360
2020-02-13 23:41:36,Zendyro93,Buffy_Sketch,0,0,0,"Wtf xD Got one who said ""Hello cutie"".",,,,1228101949892984833,https://twitter.com/Zendyro93/status/1228101949892984833
2020-02-13 23:41:29,HarryFreeloader,Cory__1077,0,0,0,"Looks like Buffy was just playing with his new-found friends.",,,,1228101919794585601,https://twitter.com/HarryFreeloader/status/1228101919794585601
2020-02-13 23:41:18,MaxmitcheII,,0,0,1,"buffy the vampire slayer (2003) when buffy sliced that man in half balls first ",,,,1228101873317494790,https://twitter.com/MaxmitcheII/status/1228101873317494790
2020-02-13 23:41:16,mhmelbourne,lampwireslayer,1,0,1,"Wiz good. Fank you Buffy, wiz happy mommy busy painting because dat is her passion. She is talented. #nipclub",,,#nipclub,1228101865356787713,https://twitter.com/mhmelbourne/status/1228101865356787713
2020-02-13 23:41:13,buffyspiritanim,shannon0318,0,0,0,"You’re never too old to learn!!",,,,1228101853549932544,https://twitter.com/buffyspiritanim/status/1228101853549932544
2020-02-13 23:41:00,redseblos,,0,0,0,"hello ava &amp; i made a galentine’s day post on our review instagram! we show some love to kourtney &amp; nini and andi &amp; buffy! https://www.instagram.com/p/B8hnzvFAC7V/?igshid=12q1xax6swes1",,,,1228101798541582337,https://twitter.com/redseblos/status/1228101798541582337
2020-02-13 23:40:41,guamwatt,,0,0,0,"Five shows to get to know me: Magnum PI (Selleck) Long Vacation (japanese) Buffy The Vampire Slayer Star Trek (TOS) Inspector Morse",,,,1228101720988798976,https://twitter.com/guamwatt/status/1228101720988798976
2020-02-13 23:40:40,OreoBuffy5,TheLeadCNN,0,0,0,"Don't for one minute believe that Trump didn't know what Barr would say. They needed a way for Barr to act ""independent"" and cover his ass. And also to try to prove that he wasn't in the tank for Trump. Nothing's changed, Barr is still Trump's ""Roy Cohn""",,,,1228101715733491714,https://twitter.com/OreoBuffy5/status/1228101715733491714
2020-02-13 23:40:30,NotGeauxGabby,HipHopNMore,0,0,0,"FUCKING THANK YOU!! MEEK MILL IS JUST A PHILLY PIECE OF SHIT WHO VIOLATED HIS PAROLE! HE NOT NELSON MANDELA",,,,1228101672678961153,https://twitter.com/NotGeauxGabby/status/1228101672678961153
2020-02-13 23:39:13,wangchung1980,MerielMyers,0,0,0,"Definitely it’s one of the best episodes of the Buffy series ",,,,1228101350682169344,https://twitter.com/wangchung1980/status/1228101350682169344
2020-02-13 23:39:08,hyperheroman,Adam_Popovich,1,0,1,"Realized just now I hadnt given preference to the show! Its buffy the vampire slayer",,,,1228101328343166976,https://twitter.com/hyperheroman/status/1228101328343166976
2020-02-13 23:38:53,JoshPinder12,Harris94Vinnie,0,0,0,"Yeah it’s great I love the show you’ll enjoy it I think but like I say nothing compared to Buffy",,,,1228101267437899776,https://twitter.com/JoshPinder12/status/1228101267437899776
2020-02-13 23:38:26,JoogFTR,stayfrea_,0,0,2,"Why is this me",,,,1228101151058345985,https://twitter.com/JoogFTR/status/1228101151058345985
2020-02-13 23:38:02,buffym04,jwendyaustin,0,0,0,"Can I do that with Jordans cat",,,,1228101052307652608,https://twitter.com/buffym04/status/1228101052307652608
2020-02-13 23:37:48,lampwireslayer,mhmelbourne,1,0,1,"Hi P & G!! Aww miss you too!! Mummy has been too busy painting and drawing and not giving us Twitter time!! How are you both and mom? #nipclub",,,#nipclub,1228100992853561345,https://twitter.com/lampwireslayer/status/1228100992853561345
2020-02-13 23:37:33,BuffyCook,,1,2,2,"From @OfficialRMT .... Australia! We will be playing the Fire Fight Australia Concert at 8.10pm AEDT / 9.10am GMT / 1.10am PST. @DrBrianMay @adamlambert You can follow the event firefightaustralia Teppei… https://www.instagram.com/p/B8hpgKphBOb/?igshid=7z6njsalhe7w",,@OfficialRMT @DrBrianMay @adamlambert,,1228100929100099584,https://twitter.com/BuffyCook/status/1228100929100099584
2020-02-13 23:37:27,AndytheTanuki,Buffy_Sketch,0,0,0,"This is still the best animated animated sequence of any movie ever. The emotional impact is do good it actually destroys your heart like a part bag!",,,,1228100904877993990,https://twitter.com/AndytheTanuki/status/1228100904877993990
2020-02-13 23:36:35,BabydollSarah_,hailxlucipur,0,0,0,"He can still get it tho ",,,,1228100689206878208,https://twitter.com/BabydollSarah_/status/1228100689206878208
2020-02-13 23:36:34,Buffy_Sketch,ButtersDaBear,0,0,0,"Hehe aww cmon man *blushes*",,,,1228100683720777728,https://twitter.com/Buffy_Sketch/status/1228100683720777728
2020-02-13 23:36:11,Buffy_Sketch,AndytheTanuki,1,0,1,"Ah god why, the feels. It hurts",,,,1228100585393737728,https://twitter.com/Buffy_Sketch/status/1228100585393737728
2020-02-13 23:36:05,missbuffyh,ThanksCancer,0,0,2,"Jesus. I’m currently keeping up with a well know person who is in Spain right now having “alternative” treatment. It’s actually gut wrenching for me to watch the bulls hit.",,,,1228100562366935040,https://twitter.com/missbuffyh/status/1228100562366935040
2020-02-13 23:36:03,OreoBuffy5,mkraju,0,0,0,"I thought the @GOP stance was that they didn't want to talk about hypotheticals.",,@GOP,,1228100554905264130,https://twitter.com/OreoBuffy5/status/1228100554905264130
2020-02-13 23:36:03,dfree86,SheaSerrano,0,0,0,"YES buddy musical Shea are you a low key or high key Buffy guy?",,,,1228100550987780104,https://twitter.com/dfree86/status/1228100550987780104
2020-02-13 23:35:55,JoshPinder12,Harris94Vinnie,1,0,1,"Oh angel is amazing I mean nowhere near Buffy but imo a genuinely excellent show. Buffy was Gothic horror, Angel was more Crime noir style but great seeing Buffy characters crossover like Xena with Hercules etc",,,,1228100518611996672,https://twitter.com/JoshPinder12/status/1228100518611996672
2020-02-13 23:35:43,PlayboiBrodie,cardiacjaylen,1,0,0,"Alma mater Asthma/goku Autograph Back up Bands up Bentley Brand New bih Buffy the body Butterfly doors Cancun Can't relate/cake Choppa Did it again Die like this Don't worry Dropped out Glock Hellcat I got/tattoo Kid Cudi Legroom Lobby Minute maid Molly/no stylist No feel ... ",,,,1228100467772841984,https://twitter.com/PlayboiBrodie/status/1228100467772841984
2020-02-13 23:35:23,mhmelbourne,lampwireslayer,1,0,1,"Buffy! *hugs* wiz miss you! How are you, Spike, and mommy? #nipclub",,,#nipclub,1228100383609884672,https://twitter.com/mhmelbourne/status/1228100383609884672
2020-02-13 23:33:40,BabydollSarah_,JoHerrstedt,0,0,0,"The second picture first!",,,,1228099953333096448,https://twitter.com/BabydollSarah_/status/1228099953333096448
2020-02-13 23:33:04,Isis_ichis_,lavozdelos_90,0,0,2,"Buffy y Willow ",,,,1228099803822936065,https://twitter.com/Isis_ichis_/status/1228099803822936065
2020-02-13 23:32:39,lampwireslayer,,0,0,0,"Me typing into the computer to Flash @flashdapanfur #NipClub",,@flashdapanfur,#NipClub,1228099696461275136,https://twitter.com/lampwireslayer/status/1228099696461275136
2020-02-13 23:32:19,Harris94Vinnie,JoshPinder12,0,0,0,"Perfect timing. I was at that point catching up with Buffy and Charmed. I properly got into Xena later.",,,,1228099612847824899,https://twitter.com/Harris94Vinnie/status/1228099612847824899
2020-02-13 23:31:29,XBuffyP,,1,0,2,"alright this only happened once but it was funny like she really didn’t know lol",,,,1228099403786919936,https://twitter.com/XBuffyP/status/1228099403786919936
2020-02-13 23:31:28,JoshPinder12,Harris94Vinnie,2,0,1,"I was devastated when Buffy/Angel ended Xena had ended and Charmed had one season left so this came at right time. Rose was a great starting episode genuinely brilliant ...",,,,1228099400049754114,https://twitter.com/JoshPinder12/status/1228099400049754114
2020-02-13 23:31:07,lampwireslayer,WinterStar21,0,0,0,"I’m great Winter. How are you? Ready For Valentine’s Day? Oh yes hoping for flowers and hearts mol #nipclub",,,#nipclub,1228099309540958208,https://twitter.com/lampwireslayer/status/1228099309540958208
2020-02-13 23:30:39,buffyb94,TheGoldenRatio4,0,0,0,"Our cat did this with our dog. Slept on his bed the night before and wouldn’t leave him alone. My parents said he’s been hiding away in the wardrobe ever since the dog passed. ",,,,1228099195640434688,https://twitter.com/buffyb94/status/1228099195640434688
2020-02-13 23:30:37,CinniMini2,lampwireslayer,0,0,1,"Angel Cinni: Thank you, Buffy. *takes nip brownie, and lights up a catnip joint* Angel Oreo: Thanks Buffy! *takes slice of catnip cake* Hydrox: Thanks Buffy! *takes catnip cupcake* #Nipclub",,,#Nipclub,1228099186337439744,https://twitter.com/CinniMini2/status/1228099186337439744
2020-02-13 23:30:19,ohMYkennie,,0,1,1,"Lord if I don’t meet a man who wants to be with me forever, may I meet a friend who’d rather be my life partner than have a man so we can be each other’s companion.",,,,1228099110034714626,https://twitter.com/ohMYkennie/status/1228099110034714626
2020-02-13 23:30:12,BuffyTransue,SusanMThom,0,0,0,"Thank you ",,,,1228099082541043712,https://twitter.com/BuffyTransue/status/1228099082541043712
2020-02-13 23:30:12,OreoBuffy5,CBS_Herridge,0,0,0,"So it's okay for Barr to publicly offer his opinions, but not John Kelly, who Trump attacked on twitter? Hypocrisy at its best.",,,,1228099080703938565,https://twitter.com/OreoBuffy5/status/1228099080703938565
2020-02-13 23:30:03,BuffyTransue,SusanMThom,0,0,0,"Thank you ",,,,1228099041835331584,https://twitter.com/BuffyTransue/status/1228099041835331584
2020-02-13 23:30:02,lampwireslayer,WinterStar21,0,0,0,"So true!! And they have the ability to type!! #nipclub",,,#nipclub,1228099040212070402,https://twitter.com/lampwireslayer/status/1228099040212070402
2020-02-13 23:29:53,john111257,,0,0,0,"First Aid Kit - Universal Soldier (Buffy-Sainte Marie) https://youtu.be/5Xq831b2tPg via @YouTube..#firstaidkit",,@YouTube,#firstaidkit,1228099000001318912,https://twitter.com/john111257/status/1228099000001318912
2020-02-13 23:29:39,fluffymamita,1993ParkAve,0,0,0,"I am lmaooo",,,,1228098943373971457,https://twitter.com/fluffymamita/status/1228098943373971457
2020-02-13 23:29:24,damnitgirlie,shakaplan,0,0,0,"I want one that makes me look like Buffy.",,,,1228098879150673920,https://twitter.com/damnitgirlie/status/1228098879150673920
2020-02-13 23:29:08,DirteeSprite,,3,0,8,"My boyfriend gonna be with his wife so ima be free this weekend to turn up!",,,,1228098813438709760,https://twitter.com/DirteeSprite/status/1228098813438709760
2020-02-13 23:29:08,lampwireslayer,WinterStar21,0,0,0,"Here you go winter - enjoy #nipclub",,,#nipclub,1228098812637564928,https://twitter.com/lampwireslayer/status/1228098812637564928
2020-02-13 23:28:55,buffyb94,anne_theriault,0,0,0,"My dad responds to ANY flavour with “gee, that’s rich”. To ANYTHING. I find it funny now but who finds anything bitter (I.e a lemon product he was eating), Rich?",,,,1228098758837178368,https://twitter.com/buffyb94/status/1228098758837178368
2020-02-13 23:28:36,BIGBARDl,,0,0,0,"Buffy has decent action but it just can’t compare. I’ll give my final verdict once I’m done with the show but I’m very bored.",,,,1228098677266407429,https://twitter.com/BIGBARDl/status/1228098677266407429
2020-02-13 23:28:16,NotGeauxGabby,BariAWilliams,0,0,2,"LMAO MINE WORKED",,,,1228098594542149633,https://twitter.com/NotGeauxGabby/status/1228098594542149633
2020-02-13 23:28:09,OreoBuffy5,BrianKarem,0,1,3,"So Barr has the right to air his public opinion, but when John Kelly or anyone else does, Trump goes on a rampage. Got it! @presssec This whole thing is a set up to make Barr look independent of the WH, when we know he's in the tank for Trump.",,@PressSec,,1228098564083023873,https://twitter.com/OreoBuffy5/status/1228098564083023873
2020-02-13 23:27:59,BIGBARDl,,1,0,0,"By S4 of charmed Andy died, piper and leo got married, the phoebe/ Cole situation, PRUE DIED, and we met paige...the girls all had new powers and were closer as sisters and better people...meanwhile season 4 of Buffy and the only interesting thing to happen was angel leaving like",,,,1228098521846468613,https://twitter.com/BIGBARDl/status/1228098521846468613
2020-02-13 23:27:58,BIGBARDl,,1,0,0,"Buffy is a great show and all but whoever said it was better than Charmed lied several times. Charmed had writing that was captivating, shit actually happened and it’s a lot more realistic.....",,,,1228098520051261444,https://twitter.com/BIGBARDl/status/1228098520051261444
2020-02-13 23:27:52,BuffytVSSummers,,0,0,1,"Duran Duran - Save A Prayer (Official Music Video) https://youtu.be/6Uxc9eFcZyM via @YouTube",,@YouTube,,1228098493534949376,https://twitter.com/BuffytVSSummers/status/1228098493534949376
2020-02-13 23:27:50,CinniMini2,lampwireslayer,0,0,1,"*in unison* Thanks Buffy! #Nipclub",,,#Nipclub,1228098483934113792,https://twitter.com/CinniMini2/status/1228098483934113792
2020-02-13 23:27:27,lampwireslayer,,1,1,0,"#NipClub nip joints and treats on the bar including a special Valentine’s nip brownie",,,#NipClub,1228098390187180032,https://twitter.com/lampwireslayer/status/1228098390187180032
2020-02-13 23:27:18,ThisislikeBuffy,,0,0,2,"I once tweeted “fuck the NRA” with millions of people at NYC Pride a week after the Pulse shooting and it changed my life. Gun violence has to end.",,,,1228098351205408769,https://twitter.com/ThisislikeBuffy/status/1228098351205408769
2020-02-13 23:27:00,NotGeauxGabby,,1,0,1,"How you gon tell me something didn’t happen, I show PROOF it did, and you pissy with me smh",,,,1228098274734809088,https://twitter.com/NotGeauxGabby/status/1228098274734809088
2020-02-13 23:26:07,wildman4430,,0,0,0,"Come and see Buffy ᵀᵀ's LIVE in #BIGOLIVE: #chat PK at 7:30PST!!! https://slink.bigovideo.tv/lhfnZf",,,#BIGOLIVE #chat,1228098051790852097,https://twitter.com/wildman4430/status/1228098051790852097
2020-02-13 23:23:39,timseil9,,0,1,3,"Thanks to @TeamWorkOnline founder Buffy Filippell for Skyping with our @CanisiusCollege SPMT students this morning. A lot of great takeaways.",,@TeamWorkOnline @CanisiusCollege,,1228097430924775426,https://twitter.com/timseil9/status/1228097430924775426
2020-02-13 23:23:35,ohMYkennie,,0,0,0,"Ooooh I’m so thankful I don’t have to be a third wheel tomorrow. I could cry from joy I’m not a tagalong. Praise you Lord in heaven.",,,,1228097417192656896,https://twitter.com/ohMYkennie/status/1228097417192656896
2020-02-13 23:23:14,lampwireslayer,CinniMini2,1,1,3,"Here you go ladies! Enjoy!! #nipclub",,,#nipclub,1228097327543541760,https://twitter.com/lampwireslayer/status/1228097327543541760
2020-02-13 23:23:10,crabkeekz,Velgarr,0,0,0,"shiiiit. i feel like buffy is up there for me too",,,,1228097309440958464,https://twitter.com/crabkeekz/status/1228097309440958464
2020-02-13 23:23:07,jetpack_blues,Em_TeeGee,0,0,1,"Avatar the last airbender Buffy the vampire slayer Planet earth 2 Adventure time The dragon prince ",,,,1228097300003803138,https://twitter.com/jetpack_blues/status/1228097300003803138
2020-02-13 23:22:53,panfelixrulers,hexxzander,0,0,0,"1. Dazed & Confused 2. The Doom Generation 3. Buffy The Vampire Slayer 4. Son in Law (or Encino Man) 5. Lost Highway 6. Drop Dead Fred 7. True Romance 8. The Crow 9. Tales from the crypt: Demon Knight 10. Natural Born Killers ",,,,1228097241564532737,https://twitter.com/panfelixrulers/status/1228097241564532737
2020-02-13 23:22:43,lampwireslayer,WinterStar21,1,0,1,"I am winter! What can I get you! Huggies!! #nipclub",,,#nipclub,1228097199038509056,https://twitter.com/lampwireslayer/status/1228097199038509056
2020-02-13 23:22:05,NotGeauxGabby,livgawdd,1,0,0,"STFU",,,,1228097037746556928,https://twitter.com/NotGeauxGabby/status/1228097037746556928
2020-02-13 23:21:08,OreoBuffy5,TenNamesLater,0,0,0,"Seems like the hostility is coming from you. You called me a ""liberal bully"" & a ""lying bot"". I didn't call you any names. Peace out!",,,,1228096799375798272,https://twitter.com/OreoBuffy5/status/1228096799375798272
2020-02-13 23:20:40,caIiburnt,,1,0,0,"1. Juliet Starling She's basically Buffy , but she's got a chainsaw , plus I can see them having a great dynamic ",,,,1228096681717071872,https://twitter.com/caIiburnt/status/1228096681717071872
2020-02-13 23:20:18,CinniMini2,lampwireslayer,1,0,2,"Angel Cinni: We're all good Buffy, including Granny. Hydrox, Oreo and I will have strawberry watermelon meowgaritas and seafood platters, please. #Nipclub",,,#Nipclub,1228096589908017152,https://twitter.com/CinniMini2/status/1228096589908017152
2020-02-13 23:20:06,demoncoven,,0,0,0,"i’ve accidentally watched two films in a row with buffy actors in it lmao",,,,1228096538519490568,https://twitter.com/demoncoven/status/1228096538519490568
2020-02-13 23:19:41,JoshuaTonks,Philip_Ellis,1,0,1,"I’m early Buffy Season 7.",,,,1228096434605559811,https://twitter.com/JoshuaTonks/status/1228096434605559811
2020-02-13 23:19:08,ButtersDaBear,Buffy_Sketch,1,0,3,"They just can't handle what a hunky bear you are. Not that I blame em hehe",,,,1228096295702867968,https://twitter.com/ButtersDaBear/status/1228096295702867968
2020-02-13 23:19:03,WinterStar21,,1,0,1,"Hey Buffy, you tending bar tonight? @lampwireslayer #nipclub",,@lampwireslayer,#nipclub,1228096273145835520,https://twitter.com/WinterStar21/status/1228096273145835520
2020-02-13 23:18:37,DirteeSprite,richyhil,0,0,1,"U still dating white women huh? ",,,,1228096167713681408,https://twitter.com/DirteeSprite/status/1228096167713681408
2020-02-13 23:18:31,TweetyBirdBuffy,melindagates,0,0,0,"So you hire a clearly biased person who does not seek recusal in a very political trial. Hmmmmmm, judgement issues definitely.",,,,1228096139087446019,https://twitter.com/TweetyBirdBuffy/status/1228096139087446019
2020-02-13 23:18:19,DirteeSprite,livlife_,0,0,0,"Lmao right. Just say u dont got friends lol",,,,1228096092283297792,https://twitter.com/DirteeSprite/status/1228096092283297792
2020-02-13 23:17:51,timdavies_uk,yasserthoughts,0,0,0,"Great. I'm in London a lot, normally in Bank looking for investment but I'll come to you, no worries. My wife Buffy, who I met in OTC, says she knows you!",,,,1228095972544327686,https://twitter.com/timdavies_uk/status/1228095972544327686
2020-02-13 23:17:25,XBuffyP,,0,0,5,"Hot take: I’m retarded",,,,1228095863895003144,https://twitter.com/XBuffyP/status/1228095863895003144
2020-02-13 23:17:23,waverllys,,0,0,1,"buffy &amp; anya never had a close friendship but the way the writers destroyed it in s7 is UNFORGIVABLE",,,,1228095853665099792,https://twitter.com/waverllys/status/1228095853665099792
2020-02-13 23:17:06,TweetyBirdBuffy,Comey,0,0,0,"And, we care about your opinion why?",,,,1228095783897096192,https://twitter.com/TweetyBirdBuffy/status/1228095783897096192
2020-02-13 23:16:58,NotGeauxGabby,DoctorJonPaul,0,0,1,"EVER.",,,,1228095750925668352,https://twitter.com/NotGeauxGabby/status/1228095750925668352
2020-02-13 23:16:42,lampwireslayer,CinniMini2,1,0,0,"Hi ladies!! How are you all? How’s granny? Can I get you a drink from the bar? #nipclub",,,#nipclub,1228095684924104704,https://twitter.com/lampwireslayer/status/1228095684924104704
2020-02-13 23:16:41,peraltasdead,,1,0,0,"isso mesmo, vendo buffy the vampire slayer",,,,1228095679886741504,https://twitter.com/peraltasdead/status/1228095679886741504
2020-02-13 23:16:41,XBuffyP,fmtovvns,0,0,0,"we have to ban left wing internet people from talking about violence if they can’t do 10 push-ups",,,,1228095679584784385,https://twitter.com/XBuffyP/status/1228095679584784385
2020-02-13 23:16:02,devvvvvon,,4,0,2,"anyway, would I like buffy the vampire slayer?? my boss was geeking about it for an hour today and said it was right up my alley but I am skeptical",,,,1228095516648464385,https://twitter.com/devvvvvon/status/1228095516648464385
2020-02-13 23:15:56,Buffy_Sketch,ButtersDaBear,1,0,2,"Its soo weird now omg",,,,1228095492086693888,https://twitter.com/Buffy_Sketch/status/1228095492086693888
2020-02-13 23:15:48,lampwireslayer,,0,1,3,"Let’s celebrate all things valentine’s and have a boogie listening time Cinni’s tunes @CinniMini2 #NipClub",,@CinniMini2,#NipClub,1228095457215361029,https://twitter.com/lampwireslayer/status/1228095457215361029
2020-02-13 23:15:43,NotGeauxGabby,OlMumsyJess,1,1,3,"They’re fucking kids. They’ll get over it.",,,,1228095436524748801,https://twitter.com/NotGeauxGabby/status/1228095436524748801
2020-02-13 23:15:32,ThisislikeBuffy,cascadebundy,1,0,0,"What year? 2013 or 2010?",,,,1228095390198706176,https://twitter.com/ThisislikeBuffy/status/1228095390198706176
2020-02-13 23:15:05,robinjames_,,1,0,0,"Last week's cunningly titled Doctor Who episode ""Can You Hear Me?"" was a deft impersonation of a Buffy episode on nightmares, anxiety and the need to talk about fears.",,,,1228095276948303872,https://twitter.com/robinjames_/status/1228095276948303872
2020-02-13 23:14:48,XBuffyP,nakerhater,0,0,1,"stock based compensation is probably the bad part here if there is one",,,,1228095207255805952,https://twitter.com/XBuffyP/status/1228095207255805952
2020-02-13 23:14:12,BuffyBlogs,emptywheel,0,0,0,"I'll bet that not asking about sentencing was a condition for the interview....",,,,1228095055853809665,https://twitter.com/BuffyBlogs/status/1228095055853809665
2020-02-13 23:14:04,Buffy_cl,VanityFair,0,0,0,"The announcement arrives shortly after this year’s César nominations were announced. Leading the pack of nods this year? Roman Polanski and his film An Officer and a Spy, which earned 12 nominations total.",,,,1228095018629464065,https://twitter.com/Buffy_cl/status/1228095018629464065
2020-02-13 23:13:29,lampwireslayer,,1,0,1,"Mummy wasn’t paring attention and made me late hoomans eh?? #NipClub",,,#NipClub,1228094872265142277,https://twitter.com/lampwireslayer/status/1228094872265142277
2020-02-13 23:12:08,lampwireslayer,,2,2,5,"Flash and I are here for the vale tones Pawty. I’m on the bar now - come for a drink #nipclub",,,#nipclub,1228094532211924993,https://twitter.com/lampwireslayer/status/1228094532211924993
2020-02-13 23:11:56,ButtersDaBear,Buffy_Sketch,1,0,2,"Lookit ya go! People already wantin some Buffy uwu",,,,1228094482924687360,https://twitter.com/ButtersDaBear/status/1228094482924687360
2020-02-13 23:11:28,missemilydawn,ariellekersey,1,0,1,"i wanna go as buffy next halloween lol",,,,1228094367371382786,https://twitter.com/missemilydawn/status/1228094367371382786
2020-02-13 23:10:58,girl_in2_abyss,,0,0,0,"Watching Buffy the Vampire Slayer from the start again - combining two of my fsvourite things: vampires and 90’s fashion",,,,1228094238673526784,https://twitter.com/girl_in2_abyss/status/1228094238673526784
2020-02-13 23:09:47,buffyS69,_barlos99,0,0,1,"A few gay men called him cute and he has the FUCKING NERVE?! Skinny dick men always clowning the most.",,,,1228093943109357568,https://twitter.com/buffyS69/status/1228093943109357568
2020-02-13 23:09:05,NookCrazy,Buffy_Sketch,0,0,1,"Awww gosh! I'm gonna be a blushing mess with you to playing around and spoiling me like that!",,,,1228093765157445632,https://twitter.com/NookCrazy/status/1228093765157445632
2020-02-13 23:07:47,Buffy_Sketch,NookCrazy,1,0,1,"Hehe I wouldn't mind spoiling the little nooki now and then",,,,1228093439612510209,https://twitter.com/Buffy_Sketch/status/1228093439612510209
2020-02-13 23:07:46,blacksaltbae,PapiiSteez,1,0,1,"22 seconds in my eyes went . This right here ",,,,1228093437272100868,https://twitter.com/blacksaltbae/status/1228093437272100868
2020-02-13 23:07:43,mrsreffingshow,,0,0,0,"Five Shows to Get to Know Me The X Files The Magicians Any Star Trek The Walking Dead Buffy the Vampire Slayer",,,,1228093422348767233,https://twitter.com/mrsreffingshow/status/1228093422348767233
2020-02-13 23:07:24,buffym04,nbcsandiego,0,0,0,"Oh no",,,,1228093343491477504,https://twitter.com/buffym04/status/1228093343491477504
2020-02-13 23:07:22,fluffymamita,,1,0,1,"On my best Valentine’s Day ever, it started snow storming on the way home and I caught my period after dinner. I don’t celebrate this shit.",,,,1228093332838109184,https://twitter.com/fluffymamita/status/1228093332838109184
2020-02-13 23:07:11,OreoBuffy5,kaitlancollins,0,1,8,"So Barr has the right to publicly offer his opinion, but Kelly, who is an American citizen doesn't? This was all staged, between Barr & Trump, to protect Barr. BTW, just a reminder, @presssec.",,@PressSec,,1228093287107584001,https://twitter.com/OreoBuffy5/status/1228093287107584001
2020-02-13 23:07:04,HapynessH,HReview73,0,0,1,"Charmed, but only cuz ive only seen the animated buffy",,,,1228093260503166981,https://twitter.com/HapynessH/status/1228093260503166981
2020-02-13 23:06:49,buffythevampi12,Gary13088237,1,0,1,"At least he tweets at all half these campaigns don’t LMAO",,,,1228093197181583360,https://twitter.com/buffythevampi12/status/1228093197181583360
2020-02-13 23:06:49,buffyS69,PhonyPpl,0,0,0,"Im so in love with @theestallion its fucking inSANE",,@theestallion,,1228093196217061377,https://twitter.com/buffyS69/status/1228093196217061377
2020-02-13 23:06:48,NookCrazy,Weavichu,1,0,1,"Hoho red panda and bear teaming together to play with the nook! Sounds like a great idea to little ol me!",,,,1228093191787728896,https://twitter.com/NookCrazy/status/1228093191787728896
2020-02-13 23:04:23,leahmarilla,MarcSnetiker,0,0,0,"Knew this was Buffy before I finished reading",,,,1228092585668829184,https://twitter.com/leahmarilla/status/1228092585668829184
2020-02-13 23:03:12,TweetyBirdBuffy,,0,0,0,"@realDonaldTrump I agree with your frustration, however, I also agree with Bill Barr’s frustration. Let’s just wait and see what happens. Please no tweets",,@realDonaldTrump,,1228092288070492161,https://twitter.com/TweetyBirdBuffy/status/1228092288070492161
2020-02-13 23:02:46,BuffyAMS,HoarseWisperer,0,0,0,"And why can’t Melania wear a coat properly? It’s a coat, not a cloak. She’s the First Lady, not “Her Majesty”.",,,,1228092178804559872,https://twitter.com/BuffyAMS/status/1228092178804559872
2020-02-13 23:02:04,Weavichu,Buffy_Sketch,1,0,2,"Hehehe~ We can play with the nook together~",,,,1228092002455166986,https://twitter.com/Weavichu/status/1228092002455166986
2020-02-13 23:02:02,BuffyFanAlways,TeamRobWilson,0,0,3,"Sounds SO much like me! And my plans honestly. Gonna be watching some #Rovi and #Cin and the dark chocolate and raspberry thing I can't wait for the candy to go on sale after Valentine's day lol ",,,#Rovi #Cin,1228091992267218951,https://twitter.com/BuffyFanAlways/status/1228091992267218951
2020-02-13 23:01:33,scarletkmeyer,,0,1,2,"Never forget when Buffy’s ‘friends’ used a spell to rip her out of a peaceful afterlife so she could work full time at a fast food restaurant run by an actual monster",,,,1228091868883357696,https://twitter.com/scarletkmeyer/status/1228091868883357696
2020-02-13 23:01:21,RemoveMalicous,,0,0,0,"I'VE FOUND A VERY FUNNY GAME, THE THEME IS BUFFY, REALLY CUTE! SAY TO ME IF YOU LOVE IT :)",,,,1228091820061515776,https://twitter.com/RemoveMalicous/status/1228091820061515776
2020-02-13 23:01:07,The_Warlock_86,Brandon_Bird,0,0,1,"Specifically male thing? So Buffy, Ally McBeal and Sex and The City never existed?",,,,1228091760280326144,https://twitter.com/The_Warlock_86/status/1228091760280326144
2020-02-13 23:00:35,goldfiction_txt,,0,0,0,"This has too many crossovers ,I mean Buffy and Lara Croft are good but when you mix in yoko taro it goes really bad",,,,1228091628252016642,https://twitter.com/goldfiction_txt/status/1228091628252016642
